,,,,,,,,,,,,,,,,Primary Stats,,,,,,,,,,,,,,,,,,,Key Team Stats,,,,,,,,Individual Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scoring-Based On-Ice Team Stats,,,,,,,,,,,,,,,,,,Other On-Ice Team Stats,,,,,,,,Catch-All,,,Other,,,,,,,,,,,,,,,Contract Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,,,,,NHL,NHL,NHL,NHL,NHL,NHL,NHL,Last Year,Last Year,NHL,HR,NHL,NHL,NHL,CH,HR,,,,,,,Focused on Goals,,,,,CH,HR,CH,CH,HR,NHL,CH,CH,CH,CH,,NHL,CH,RV,NHL,CH,CH,,NHL,NHL,NHL,NHL,CH,CH,CH,,NHL,NHL,CH,CH,,,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,NHL,CH,CH,,,NHL,NHL,NHL,NHL,NHL,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,,,CH,CH,CH,CH,CH,CH,CH,CH,HR,HR,HR,NHL,NHL,NHL,CH,,,,DL,DL,Game Stars,,,TC,TC,TC,CF,CF,CF,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,NHLid,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PPG,PTS,League,PPG,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF,iFF,iSF,iSF,iSF,ixG,iSCF,iRB,iRS,iDS,sDist,sDist,Pass,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,iFOW,iFOL,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,SOS,SOG,SOGDG,OTOI,Grit,DAP,Pace,GS,GS/G,1st,2nd,3rd,MGL,Injuries,CHIP,NMC,Status,Salary,Cap Hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-04,Piikkio,,FIN,FIN,72,182,2013,2,55,L,8477476,Lehkonen,Artturi,LW,MTL,73,18,10,3,7,0.383561644,28,SweHL,0.673469388,-1,3.0,8,1488,60702,1010.0,13.87,13.85,24.9%,63.6%,8.5%,.922,1007,2.61,2.26,53.7%,6,0.36,279,279,208,158,158,158,17.0,58,13,20,33,28.1,26.1,81.4,72,72,113,-41,50,20,25,25,20,25,25,2.9%,2,2,2,2,50.0%,0.4%,0,1,1,0,1,1,1,1,0,0,1,2,0,2,3,0,0,0,3,1,4,2,0,1,7,0,2,3,45,16,3,10,17,6,9,97,4,8,4,8,4,3.8,4,0,0,0,0,1006,877,714,655,518,489,47.2,39.0,163,140,44,38,34,29,72,49,106,78,521,461,399,499,160,95,44,40,2.3,1.1,3.4,,,,3044.03,105,24.3,111.9,38.1,0.52,1,1,2,9,Upper body,"$92,103.70",,RFA,"$667,500.00","$839,167.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-11,London,ON,CAN,CAN,70,175,2015,1,24,R,8478439,Konecny,Travis,C/LW,PHI,70,11,17,10,7,0.4,28,OHL,1.806451613,-2,0.0,49,1330,59180,986.9,14.08,14.09,26.1%,66.7%,7.8%,.917,995,2.55,2.43,51.2%,2,0.12,235,235,184,134,133,133,14.6,44,20,14,34,28.5,25.5,243.2,92,92,126,-34,50,28,26,26,28,26,26,2.9%,0,5,0,5,0.0%,0.6%,0,0,0,1,0,4,0,1,0,2,0,4,0,1,0,0,0,0,2,0,0,3,3,0,3,1,2,10,37,16,1,7,41,7,0,61,19,29,15,21,10,4.6,17,1,0,1,0,1003,885,749,635,538,481,46.1,39.6,141,141,42,40,47,32,47,59,94,91,438,433,384,457,175,95,78,81,1.6,1.2,2.7,3,0,0,2797.57,168,6.9,114.8,32.3,0.46,1,2,1,9,Ankle,"$98,140.28",,RFA,"$925,000.00","$894,167.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-09,Toronto,ON,CAN,CAN,73,210,2010,5,123,R,8475786,Hyman,Zach,C/RW/LW,TOR,82,10,18,12,6,0.341463415,28,AHL,0.627118644,2,4.4,30,1950,82149,1365.1,16.62,16.65,29.5%,54.9%,7.5%,.911,986,2.24,3.21,41.1%,-22,-0.97,232,232,205,156,156,156,17.1,64,10,18,28,23.4,21.2,310.6,109,109,NA,#VALUE!,49,25,42,43,23,42,42,2.7%,11,18,11,18,37.9%,2.1%,5,15,3,0,3,3,4,6,6,2,1,14,0,2,3,0,0,0,1,0,0,4,3,0,2,1,0,4,44,31,2,3,45,23,8,44,15,27,13,23,12,7.7,15,0,0,0,0,1268,1559,952,1176,676,820,63.0,83.8,225,296,51,73,39,59,84,70,123,129,631,756,392,628,209,204,64,71,0.4,1.4,1.8,,,,3257.46,182,10.1,124.3,37.8,0.46,1,1,1,,,,,RFA,"$900,000.00","$900,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-23,Madison,WI,USA,USA,72,177,2014,1,20,R,8477951,Schmaltz,Nick,C/LW,CHI,61,6,22,16,6,0.459016393,28,NCHC,1.243243243,10,-4.0,6,1070,48536,807.9,13.27,13.26,24.7%,75.7%,9.2%,.943,1034,2.75,1.71,61.7%,14,1.04,127,127,86,66,66,66,6.7,31,5,7,12,32.6,27.1,305.6,20,20,62,-42,20,22,46,27,22,46,27,3.9%,84,188,84,188,30.9%,35.9%,8,29,32,83,44,76,20,54,39,70,48,124,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,20,3,2,7,6,9,0,39,3,6,3,6,3,3.9,3,0,0,0,0,741,697,540,523,404,402,30.2,31.5,96,104,37,23,20,26,32,39,52,65,340,418,148,361,135,119,39,38,1.5,1.2,2.7,1,0,0,2469.01,53,22.0,106.8,25.8,0.42,0,1,2,2,Illness,"$22,560.98",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-26,Boston,MA,USA,USA,75,207,2012,3,66,L,8476918,Vesey,Jimmy,LW,NYR,80,16,11,7,4,0.3375,27,ECAC,1.393939394,-13,-8.1,26,1508,65442,1087.5,13.63,13.62,25.3%,60.0%,9.1%,.919,1010,2.48,2.37,51.1%,2,0.11,214,214,165,116,116,116,16.9,74,13,11,24,21.9,21.6,148.7,64,64,71,-7,49,34,44,37,34,44,37,3.8%,2,5,2,5,28.6%,0.7%,1,0,1,3,0,2,1,0,0,1,1,4,0,0,6,0,0,0,3,0,0,3,2,0,8,0,2,2,45,18,0,2,22,9,0,65,10,16,10,15,6,3.6,8,2,0,0,0,948,975,704,712,493,528,51.0,46.7,188,156,45,43,35,37,45,52,80,89,467,493,379,405,198,147,60,56,1.7,0.4,2.2,3,1,1,3210.58,129,13.5,106.1,19.7,0.25,2,3,1,1,Upper body,"$11,280.49",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-24,Oakville,ON,CAN,CAN,71,183,2011,7,209,L,8476293,Wilson,Scott,LW/C,PIT,78,8,18,11,7,0.333333333,26,AHL,1.058823529,0,7.8,32,1253,51220,853.5,10.95,10.95,21.7%,72.2%,7.8%,.916,994,2.53,2.46,50.7%,1,0.07,215,214,172,127,127,127,13.9,52,8,10,18,27.0,25.6,249.0,167,167,171,-4,45,11,20,31,11,20,31,3.9%,3,0,3,0,100.0%,0.4%,0,0,1,0,2,0,1,0,2,0,3,0,0,3,1,0,0,1,3,1,1,0,0,0,3,1,6,4,34,15,2,8,23,13,5,61,9,20,9,19,11,11.3,6,2,0,1,0,820,791,624,565,462,419,45.0,37.6,152,129,36,35,50,42,37,31,87,73,391,398,497,545,109,74,44,57,1.4,0.6,2,,,,3086.34,232,31.2,113.3,29.6,0.38,0,1,0,1,Lower body,"$7,621.95",,RFA,"$590,000.00","$625,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,170,2015,1,28,L,8478463,Beauvillier,Anthony,C/LW,NYI,66,9,15,8,7,0.363636364,24,QMJHL,1.680851064,1,-9.3,10,1135,51563,859.3,13.02,13.02,24.5%,61.5%,9.3%,.923,1017,2.72,2.44,52.7%,4,0.28,170,170,135,101,101,101,9.5,31,9,7,16,30.5,26.1,159.4,81,81,73,8,34,30,17,26,30,17,26,2.9%,123,174,123,174,41.4%,42.5%,30,57,42,54,51,63,35,51,38,64,75,100,0,2,2,0,0,0,1,0,1,1,1,0,5,0,2,5,27,13,3,5,19,5,5,51,5,6,5,5,1,-1.6,5,0,0,0,0,753,887,571,650,418,457,32.5,39.2,101,132,39,35,28,18,34,38,62,56,304,395,397,346,153,88,44,43,1.3,0.8,2.2,2,1,0,2642.13,117,19.6,114.5,15.8,0.24,2,3,0,2,"Foot, Illness","$21,808.95",,RFA,"$925,000.00","$894,167.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-06,Brno,,CZE,CZE,75,210,2015,1,6,L,8478401,Zacha,Pavel,C,N.J,70,8,16,11,5,0.342857143,24,OHL,1.254901961,-17,-4.1,19,1299,60093,997.6,14.45,14.34,25.8%,75.0%,6.8%,.918,986,1.92,2.29,45.7%,-6,-0.36,123,126,107,81,83,83,7.7,26,6,5,11,29.7,26.6,319.1,54,54,58,-4,27,26,16,24,26,16,24,3.0%,184,273,180,265,40.3%,52.4%,49,71,63,91,71,111,51,69,78,120,111,166,0,2,2,0,0,0,2,1,0,4,0,0,1,0,2,4,21,11,1,3,26,2,0,40,8,16,6,15,8,8.6,7,1,0,0,0,805,796,639,621,469,463,40.7,38.4,125,117,32,38,23,22,22,34,45,56,378,471,320,349,117,90,53,49,0.8,0.8,1.5,1,0,0,2876.3,98,10.0,96.3,18.2,0.26,1,1,1,8,"Facial, Concussion","$87,235.80",,RFA,"$925,000.00","$894,167.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-07,Richmond,BC,CAN,CAN,70,190,,,,R,8479442,Stecher,Troy,D,VAN,71,3,21,10,11,0.338028169,24,NCHC,0.674418605,-16,-11.5,25,1719,85110,1410.1,19.98,19.94,35.0%,38.1%,8.5%,.915,999,2.68,2.55,51.2%,3,0.13,307,307,184,125,125,125,5.8,4,5,6,11,50.8,46.8,160.2,51,51,128,-77,59,33,26,66,33,26,66,5.7%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,51,3,0,42,12,1,0,67,11,13,11,13,2,9.3,10,1,0,0,0,1391,1164,1028,929,745,703,65.5,58.0,231,190,63,60,36,40,47,47,83,87,739,717,374,502,147,136,72,88,1.3,2.4,3.7,,,,2621.01,143,7.7,108.7,22.9,0.32,2,0,2,2,"Illness, Upper body","$22,560.98",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-27,Guildford,,GBR,GBR,75,211,2014,1,12,L,8477943,Perlini,Brendan,LW,ARI,57,14,7,3,4,0.368421053,21,OHL,0.789473684,-4,-11.0,20,1034,50747,842.9,14.83,14.82,27.0%,63.6%,8.5%,.935,1021,2.35,1.92,55.0%,6,0.43,176,176,131,92,92,92,9.8,37,5,8,13,26.6,25.7,65.2,42,42,36,6,39,13,8,15,13,8,15,1.9%,1,1,1,1,50.0%,0.3%,0,0,1,0,0,1,0,0,0,0,1,1,0,3,2,0,0,0,0,0,1,0,1,0,12,0,0,4,35,9,0,2,6,6,0,69,10,8,12,7,-2,-2.8,10,0,0,0,0,747,808,551,622,387,417,35.4,38.5,119,132,33,27,31,32,29,34,60,66,351,399,354,307,111,63,54,37,1.5,0.8,2.3,3,2,0,2278.86,77,5.0,110.7,13.4,0.24,3,2,0,,,,,RFA,"$925,000.00","$863,333.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,R,8478099,Labanc,Kevin,RW,S.J,55,8,12,10,2,0.363636364,20,OHL,1.953846154,9,-1.1,22,1055,45139,751.7,13.68,13.68,24.7%,57.1%,9.5%,.935,1029,2.79,1.68,62.5%,14,1.12,149,149,108,70,70,70,9.2,33,10,11,21,27.5,24.2,225.3,19,19,62,-43,38,27,16,14,27,16,14,2.1%,2,2,2,2,50.0%,0.6%,0,0,1,0,1,2,0,1,0,0,2,2,1,2,2,0,0,0,0,0,1,2,0,0,5,0,1,8,29,4,5,10,12,1,2,36,11,7,11,5,-4,-5.2,11,0,0,0,0,742,678,546,458,370,321,36.6,28.9,129,98,35,21,27,18,43,38,70,56,315,338,239,282,165,97,41,37,1,1.3,2.3,1,1,1,2292.59,55,3.2,113.4,19.7,0.36,1,0,2,,,,,RFA,"$667,500.00","$717,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-17,Cherepovets,,RUS,RUS,74,193,2013,3,75,L,8477402,Buchnevich,Pavel,RW/LW,NYR,41,8,12,6,6,0.487804878,20,KHL,0.637931034,6,-1.2,13,773,32616,543.6,13.25,13.26,24.5%,58.8%,11.7%,.919,1036,3.75,2.32,61.8%,13,1.43,110,110,82,55,55,55,6.0,19,6,5,11,31.0,25.4,96.2,17,17,48,-31,27,22,11,8,22,11,8,1.8%,1,6,1,6,14.3%,1.3%,1,0,0,1,0,5,1,0,0,1,1,5,0,2,0,1,0,0,0,0,1,1,1,0,5,0,1,5,21,4,0,7,8,2,0,34,5,4,5,7,-1,3.0,4,1,0,0,0,546,445,428,343,290,258,30.5,19.6,102,56,34,21,25,9,20,17,45,26,272,251,200,211,85,54,30,36,1.6,0.7,2.3,,,,1672.65,39,7.0,109.4,18.9,0.46,0,0,1,31,Back,"$349,695.12",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,Boca Raton,FL,USA,USA,75,200,2016,1,16,L,8479345,Chychrun,Jakob,D,ARI,68,7,13,5,8,0.294117647,20,OHL,0.790322581,-14,-11.3,47,1470,68000,1130.7,16.67,16.65,30.2%,52.6%,7.6%,.913,989,2.02,2.87,41.3%,-16,-0.85,197,197,139,86,86,86,4.8,8,9,5,14,44.1,41.9,130.8,109,109,98,11,53,45,12,99,45,12,99,8.3%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,5,47,6,0,16,1,0,4,59,18,6,16,6,-12,-4.6,16,1,0,1,0,942,1193,711,917,501,623,41.4,57.0,132,186,38,54,44,52,39,45,83,97,490,526,547,406,148,93,60,59,1.6,1.4,3,1,0,0,2607.94,256,7.6,113.3,12.0,0.18,1,0,3,1,Concussion,"$11,280.49",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,L,8477504,Morrissey,Josh,D,WPG,82,6,14,9,5,0.243902439,20,AHL,0.385964912,6,0.9,38,2066,95896,1569.5,19.48,19.37,35.1%,26.7%,10.3%,.895,998,2.87,3.02,48.7%,-4,-0.15,214,218,132,97,99,99,4.3,7,1,8,9,47.8,45.8,165.4,145,143,106,37,36,39,15,139,38,15,136,9.7%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,1,0,2,0,1,6,29,3,0,30,11,1,1,53,19,10,19,6,-9,-0.3,19,0,0,0,0,1386,1408,1038,1046,728,755,63.6,66.9,204,229,75,79,43,50,97,92,140,142,752,775,663,501,225,210,97,99,0.9,2.8,3.7,,,,2900.95,322,8.4,106.8,28.2,0.35,1,2,1,,,,,RFA,"$832,500.00","$863,333.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-20,Pickering,ON,CAN,CAN,70,185,,,,L,8479465,Caggiula,Drake,LW/C,EDM,60,7,11,6,5,0.3,18,NCHC,1.538461538,3,-2.6,16,1091,47647,793.9,13.23,13.23,23.4%,54.5%,8.2%,.935,1017,2.49,1.66,60.0%,11,0.83,172,172,136,93,93,93,11.7,50,6,8,14,27.1,24.7,125.6,97,97,57,40,43,25,22,19,25,22,19,2.8%,117,167,117,167,41.2%,41.8%,33,45,49,68,35,54,40,53,36,53,74,107,0,1,2,0,0,0,2,0,0,2,1,0,2,0,2,2,39,10,0,3,22,16,0,42,8,15,8,14,7,6.2,8,0,0,0,0,741,688,549,482,401,338,34.9,29.8,123,100,33,22,22,17,27,53,49,70,283,397,365,310,153,100,41,46,0.6,1,1.6,,,,2593.97,132,14.9,108.0,18.8,0.31,1,1,2,18,Hip,"$203,048.78",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-23,Vantaa,,FIN,FIN,75,215,2012,3,74,L,8476902,Lindell,Esa,D,DAL,73,6,12,5,7,0.246575342,18,AHL,0.575342466,8,-4.1,22,1981,95795,1581.6,21.87,21.80,37.5%,26.9%,8.9%,.907,996,2.54,2.88,46.9%,-9,-0.34,223,223,151,99,99,99,5.4,11,4,8,12,46.9,43.7,115.9,93,93,100,-7,52,47,34,119,47,34,119,7.5%,0,1,0,1,0.0%,0.1%,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,5,0,4,4,44,0,0,19,22,2,0,56,11,8,11,8,-3,4.5,11,0,0,0,0,1443,1597,1054,1177,750,814,67.9,84.0,222,268,67,76,57,77,65,79,122,156,830,859,468,475,250,198,86,77,0.7,3.6,4.2,,,,2636.48,234,11.5,115.3,22.8,0.31,1,1,3,,,,,RFA,"$802,500.00","$745,833.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-25,Belleville,ON,CAN,CAN,72,200,2013,6,166,L,8476409,Quine,Alan,C,NYI,61,5,13,6,7,0.295081967,18,AHL,0.857142857,-2,-8.8,8,1061,45826,763.4,12.52,12.52,22.7%,50.0%,9.1%,.919,1009,2.83,2.83,50.0%,0,0.00,125,125,99,82,82,82,7.8,31,4,7,11,28.5,27.3,112.9,77,77,45,32,17,18,17,29,18,17,29,3.5%,264,286,264,286,48.0%,79.6%,82,104,107,104,75,78,88,100,93,94,177,186,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,2,14,5,2,4,16,9,1,45,4,4,4,4,0,0.8,4,0,0,0,0,716,826,530,607,397,442,31.8,38.4,99,124,36,36,23,31,29,38,52,69,326,365,382,308,138,57,39,25,0.5,0.6,1.1,1,0,0,2600.04,114,23.5,121.2,13.6,0.22,0,2,0,7,Upper body,"$52,286.59",,RFA,"$575,000.00","$612,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,L,8475762,Forbort,Derek,D,L.A,82,2,16,6,10,0.219512195,18,AHL,0.25,8,4.1,54,2221,98971,1647.6,20.12,20.11,35.4%,34.6%,7.3%,.925,998,1.89,2.15,46.8%,-7,-0.25,212,212,142,100,100,100,3.4,2,10,11,21,55.9,50.0,163.0,180,180,150,30,42,73,9,159,73,9,159,10.4%,1,0,1,0,100.0%,0.1%,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,36,0,0,32,13,0,0,55,19,12,18,14,-7,1.3,16,2,0,0,1,1355,1522,1001,1141,713,790,62.9,75.8,207,263,52,59,68,66,70,90,138,156,819,856,787,684,260,104,92,89,0.1,5.5,5.6,,,,3007.47,395,11.8,104.8,31.1,0.38,0,1,1,,,,,RFA,"$650,000.00","$650,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,L,8477425,Wood,Miles,LW,N.J,60,8,9,5,4,0.283333333,17,H-East,0.945945946,-21,-4.4,86,1038,46269,756.6,12.85,12.77,23.6%,65.4%,7.4%,.912,986,2.06,2.62,44.1%,-7,-0.56,165,166,145,104,105,105,13.1,43,8,5,13,23.6,21.7,113.6,68,67,114,-47,42,14,16,26,13,16,26,3.8%,1,1,1,1,50.0%,0.3%,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,2,0,1,1,2,0,2,0,2,1,39,20,0,3,35,12,2,33,26,20,21,18,-6,-0.9,18,6,0,2,0,610,688,482,518,353,376,33.4,29.9,108,98,26,33,21,18,20,28,41,46,346,368,273,291,81,69,66,46,0.6,0.3,0.9,,,,2448.72,186,4.7,102.9,9.1,0.15,1,0,2,3,"Lower body, Undisclosed, Shoulder","$33,841.46",,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-27,Pointe-Claire,QC,CAN,CAN,74,192,2012,1,23,L,8476875,Matheson,Michael,D,FLA,81,7,10,7,3,0.209876543,17,AHL,0.37037037,-5,-6.3,36,1952,102317,1697.0,21.05,21.02,35.7%,28.3%,7.3%,.918,992,2.12,2.76,43.5%,-18,-0.64,314,314,246,179,179,179,8.2,10,1,10,11,47.2,43.1,124.5,69,69,85,-16,67,65,48,118,65,48,118,7.1%,1,0,1,0,100.0%,0.1%,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,1,0,4,5,58,7,0,62,34,3,6,67,18,17,18,12,-1,-1.5,18,0,0,0,0,1436,1660,1121,1281,817,952,61.2,81.8,176,271,60,78,42,72,68,76,110,148,776,875,582,530,255,262,110,114,0.5,3.9,4.4,,,,3059.35,223,6.5,109.5,27.9,0.34,1,0,1,,,,,RFA,"$925,000.00","$925,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-22,St. Gallen,,CHE,CHE,70,193,2014,1,11,L,8477942,Fiala,Kevin,LW,NSH,54,11,5,3,2,0.296296296,16,AHL,0.757575758,1,6.6,18,1016,43780,729.0,13.52,13.51,25.2%,69.6%,5.5%,.935,991,1.89,1.65,53.5%,3,0.25,183,183,146,114,114,114,11.5,41,6,12,18,26.1,26.4,97.7,44,44,51,-7,32,27,39,14,27,39,14,2.4%,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,1,0,7,0,0,6,26,11,0,4,15,3,1,80,9,8,10,7,-1,-1.5,9,0,0,0,0,775,593,581,449,418,310,35.8,24.1,112,74,23,20,29,15,46,33,75,48,354,323,241,280,106,98,49,44,1,0.8,1.8,,,,2161.83,76,9.2,112.6,26.6,0.49,2,2,1,,,,,RFA,"$925,000.00","$863,333.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-02,Fergus,ON,CAN,CAN,72,185,2012,2,47,L,8476934,McGinn,Brock,LW,CAR,57,7,9,6,3,0.280701754,16,AHL,0.729166667,-11,-4.5,6,1017,41031,670.5,12.00,11.92,22.1%,72.7%,7.7%,.892,969,1.97,3.13,38.6%,-13,-1.16,141,142,100,73,74,74,9.6,39,14,13,27,26.4,24.1,163.3,91,86,70,16,27,14,29,22,14,27,22,3.4%,1,3,1,3,25.0%,0.6%,0,0,0,2,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,0,0,2,1,0,3,0,0,2,25,12,0,7,18,3,0,34,3,16,2,12,13,10.9,3,0,0,0,0,596,640,409,458,286,324,26.8,30.9,86,95,22,35,33,27,34,33,67,60,327,293,266,282,94,117,25,34,0.6,0.4,1.1,1,1,1,2368.54,119,40.0,110.6,17.5,0.31,2,2,0,12,"Lower body, Undisclosed, Upper body","$118,780.54",,RFA,"$800,000.00","$811,667.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
